date,entry_time,symbol,qty,entry,stop,target,why_in,score,change_pct_at_entry,volume_x,turnover_cr,adv_cr,sector,mechanism,high_after_entry,low_after_entry,exit_time,exit,why_out
2026-07-29,09:40,KPITTECH,72,629.45,608.7,670.95,"up 2.7%, sector unknown, 1.6x its normal volume — 📝 #KPITTECH — Investor Presentation Period: 2026-06-30 #KPITTECH BW Earnings Pulse STRATEGY — IN PLAIN LANGUAG",6.43,2.7338012077688916,1.61,215.515308315,134.0,,📝 #KPITTECH — Investor Presentation Period: 2026-06-30 #KPITTECH BW Earnings Pulse STRATEGY — IN PLAIN LANGUAGE KPITTECH Keir Software development for auto industry leveraging Al and new global market,662.65,607.85,13:19,608.7,HARD STOP -- price traded down through the seed stop
2026-07-29,09:40,KMEW,9,2693.5,2539.5,3001.5,"up 5.8%, sector unknown, 1.6x its normal volume — order win -- ₹11.41 crore order from Paradip Port Authority for patrol boat. #KMEW",4.58,5.834970530451866,1.59,21.7758701,13.7,,order win -- ₹11.41 crore order from Paradip Port Authority for patrol boat. #KMEW,2736.1,2635.2,15:27,2680.0,NEVER EXITED -- valued at the last recorded candle of the session
2026-07-29,10:10,TEJASNET,54,523.2,495.8,578.0,"up 5.3%, sector unknown, 2.1x its normal volume — reported results 2 sessions ago -- Outcome of Board Meeting Tejas Networks Limited has submitted to the E",7.52,5.2610401368071695,2.13,148.99093152,69.9,,reported results 2 sessions ago -- Outcome of Board Meeting Tejas Networks Limited has submitted to the E,527.75,515.25,15:27,518.35,NEVER EXITED -- valued at the last recorded candle of the session
2026-07-29,10:25,HINDUNILVR,30,2099.9,2051.3,2197.1,"up 2.1%, sector unknown, 1.5x its normal volume — reported results yesterday -- Financial Results",5.97,2.1153472087142577,1.51,341.39292242000005,226.7,,reported results yesterday -- Financial Results,2121.7,2092.4,15:27,2118.8,NEVER EXITED -- valued at the last recorded candle of the session
2026-07-29,10:30,JWL,99,262.15,247.0,292.45,"up 6.1%, sector unknown, 6.5x its normal volume — order win -- Jupiter Wagons bags Rs. 211 Cr orders from JSW, OASPL. #JWL",14.58,6.133603238866388,6.5,181.79774812499997,28.0,,"order win -- Jupiter Wagons bags Rs. 211 Cr orders from JSW, OASPL. #JWL",264.4,256.05,15:27,257.25,NEVER EXITED -- valued at the last recorded candle of the session
2026-07-30,09:30,MOIL,93,295.15,279.1,327.25,"up 5.5%, sector unknown, 5.3x its normal volume — Profit surged 69.2% YoY to ₹88 Cr; EBITDA margin expanded 1,400 bps, signaling strong operational leverage and",15.96,5.486061472480331,5.28,92.64545992,17.6,,"Profit surged 69.2% YoY to ₹88 Cr; EBITDA margin expanded 1,400 bps, signaling strong operational leverage and pricing power.",304.45,283.3,15:27,284.75,NEVER EXITED -- valued at the last recorded candle of the session
2026-07-30,09:30,REDINGTON,93,332.3,316.25,364.4,"up 4.7%, sector unknown, 3.1x its normal volume — Q1FY27 profit surged 77% YoY to 486 Cr while revenue grew 35%, signaling strong operational leverage and margi",11.15,4.727387330601954,3.1,546.9485868600001,176.2,,"Q1FY27 profit surged 77% YoY to 486 Cr while revenue grew 35%, signaling strong operational leverage and margin expansion.",332.9,308.4,10:24,316.25,HARD STOP -- price traded down through the seed stop
2026-07-30,09:40,SMLMAH,8,5215.9,5049.1,5549.5,"up 3.3%, sector unknown, 1.7x its normal volume — Acquisition of M&M's Truck & Bus Division expands SML's product portfolio and market presence in commercial ve",7.25,3.3035590501277308,1.7,223.94883921999997,132.1,,Acquisition of M&M's Truck & Bus Division expands SML's product portfolio and market presence in commercial vehicles segment.,5479.2,5164.2,15:27,5479.2,NEVER EXITED -- valued at the last recorded candle of the session
2026-07-30,09:50,BALKRISIND,24,2281.2,2220.0,2403.6,"up 2.0%, sector unknown, 5.1x its normal volume — reported results yesterday -- Outcome of Board Meeting Balkrishna Industries Limited has submitted t",14.73,1.9804193303232027,5.14,242.0113674,47.0,,reported results yesterday -- Outcome of Board Meeting Balkrishna Industries Limited has submitted t,2333.8,2212.3,10:50,2220.0,HARD STOP -- price traded down through the seed stop
2026-07-30,10:30,TIMEX,46,547.95,516.0,611.85,"up 2.4%, sector unknown, 2.6x its normal volume — unexplained -- 2.6x its normal volume, no published reason yet",7.92,2.42056074766356,2.61,33.29859273,12.8,,"unexplained -- 2.6x its normal volume, no published reason yet",552.8,526.7,15:27,531.75,NEVER EXITED -- valued at the last recorded candle of the session
